year,quarter,ticker,(-)lib/asset,(-)lt_loans/equity,cash_ratio,cur_ratio,gross_margin,roa,roe
2018,1,ABI,-0.6301280016500037,-0.1494770723052262,0.3123688714566307,1.4496775921858254,0.43251983459636145,0.02238450449233122,0.060519597569399106
2018,1,AIC,-0.5068912307324377,0.04403775741596722,0.09810766473346888,1.2754474287788584,-0.0027844294624834193,-0.003473538751242035,-0.0070442749434976824
2018,1,BIC,-0.5710910889308336,-0.1524277813985757,0.039395675478308675,1.2725716291999605,0.21500033126179655,0.010582513504415131,0.024673102449738055
2018,1,BLI,-0.6102323104738819,-0.09705941186496556,0.07108978599213057,1.2743786388885847,0.1889341171344882,0.011569805474314585,0.02968384959867049
2018,1,BMI,-0.6139863133674909,-0.08470182104649052,0.0936045864234973,1.410887180042171,0.0794087051073239,0.011925991558500512,0.03089525571629339
2018,1,BVH,-0.8499004282023604,-0.06907075703422887,0.44031088636702315,2.1617641759986252,-0.17695907396989055,0.0044774834424345135,0.029830088046293318
2018,1,MIG,-0.7169309881861612,-0.03273420705824908,0.0077670909737707254,1.0426203400171472,0.17111789879492073,0.0037699018478168753,0.01331796025167235
2018,1,PGI,-0.7207554498774773,-0.0630557753781556,0.03512009143118928,1.185615128671909,0.21235026772802318,0.006998092405826112,0.025060802091770796
2018,1,PTI,-0.6636884756394379,-0.04568435819901552,0.030433099805492896,1.2401155034208204,0.2673433021332104,0.00549624609991269,0.016342723046326904
2018,1,PVI,-0.63647017255749,-0.15343869993659368,0.07197934332810213,1.2362488006176868,0.14969677709104168,0.008600535098356872,0.023658402830004362
2018,1,VNR,-0.5670554703168476,-0.23970466040844288,0.019323269705933305,1.4270924143267787,0.14111046779288355,0.010339527628650827,0.023881876129068412
2018,2,ABI,-0.6549700588590215,-0.1663267059164382,0.23686968186417515,1.3630217417331636,0.4875765498724707,0.02756087077869197,0.07987964953867775
2018,2,AIC,-0.5628831207215589,0.17723899670834714,0.10527268155338493,1.1686457844653342,-0.06350610967424308,-0.015474518836474558,-0.03540132987318792
2018,2,BIC,-0.5938409430442859,-0.13099647841694056,0.03930834173621067,1.5072442567231412,0.2674390850238546,0.009247253467208697,0.02276756681611308
2018,2,BLI,-0.6066862261141691,-0.018062234101612427,0.3011497251895514,1.362175637785396,0.23622172267461905,0.002188222725225289,0.005563554776142865
2018,2,BMI,-0.6033726960677399,-0.07399647402840953,0.09143280218218684,1.4247153949644575,0.03973131148808415,0.010914411174390355,0.027518053008913437
2018,2,BVH,-0.8414966932374024,-0.04634634270920066,0.2844677323995196,2.6403432199158576,-0.12078556353247752,0.0033342539296145625,0.021035863526863374
2018,2,MIG,-0.7249434521489276,-0.16717159131200615,0.07468402758711039,1.0351622867329502,0.32165662584317967,0.017629485882751313,0.06409404182697984
2018,2,PGI,-0.7296251262804144,-0.06352076996542887,0.036335646220242636,1.1864398479201057,0.19382935166042775,0.007465476799865914,0.02761157757435921
2018,2,PTI,-0.6843807605517254,-0.0005879326590209292,0.042017693576714935,1.2514954115530652,0.14769349273236818,8.328550279992134e-05,0.0002638796764909213
2018,2,PVI,-0.6924535221825346,-0.06709671447271578,0.09779010555362262,1.1705902108114614,0.09853244582358067,0.003333971943797176,0.010840546662920818
2018,2,VNR,-0.579948037661735,-0.46945467980033423,0.019941797381532404,1.3159384875729643,0.19826265825155376,0.010595526387943465,0.02522432303128002
2018,3,ABI,-0.6597534746321184,-0.10561484355861263,0.2879376941096738,1.3696592784379267,0.3706069131900782,0.013364168582192876,0.03927789877572816
2018,3,AIC,,-0.06590899215624364,,,0.024295906133961515,,
2018,3,BIC,-0.5780142235143922,-0.1348210391165684,0.056090071934585914,1.4890036608982673,0.14219867369917313,0.008750429087684745,0.02073631286950068
2018,3,BLI,-0.593504209706427,-0.22221743512782463,0.1290928168150858,1.3220476000793504,0.3005726527539945,0.02621177460903442,0.06448227813159928
2018,3,BMI,-0.6009579590317526,-0.046789494693322956,0.09234455658265779,1.41394347955239,0.03217535245882527,0.006379942620047044,0.015902115598575524
2018,3,BVH,-0.848562760578234,-0.013432782473636353,0.17218566317494835,3.063972890215626,-0.05620737264487892,0.0009610787317306086,0.006346383065356334
2018,3,MIG,-0.7349265705822137,-0.012924871640816486,0.03093340006645461,1.0098495043016287,0.10154163861059483,0.0014490234436531798,0.005466498271199229
2018,3,PGI,-0.7276138329422346,-0.05698411355408842,0.04566789013631565,1.190445634698089,0.17147251224864593,0.005921918285599018,0.02174089216631602
2018,3,PTI,-0.6948391417449653,-0.03155878876896107,0.029939307522021428,1.2029579786188438,0.17518774027013687,0.003972721173740809,0.01301844933998925
2018,3,PVI,-0.6722661487909279,-0.2274516308376709,0.11161614194479408,1.2432269502635933,0.138304342473363,0.01107592943054355,0.033795500189200335
2018,3,VNR,-0.5792417400159601,-0.2703519036192461,0.015422303628564055,1.3450868405505454,0.030177457631020033,0.01138985315871882,0.027069826648562657
2018,4,ABI,-0.6500307623734821,-0.13290293691362914,0.15161353605753822,1.3942863062418929,0.41280110669207964,0.022580626552203262,0.06452174684079229
2018,4,BIC,-0.5853916211185407,0.0016044221040040867,0.03326876301412336,1.556448599638766,0.18064459692033297,-0.00013980525900411986,-0.00033719834457106225
2018,4,BLI,-0.6353768939744203,0.1467133227879239,0.4035083447796866,1.301617145534458,0.11439005034268891,-0.01691344712427868,-0.04638610895682551
2018,4,BMI,-0.5932069888970399,-0.0138239914586031,0.049075423337580346,1.421693176887051,0.039284497772778225,0.0019891959157543313,0.004889946143275461
2018,4,BVH,-0.864327690501789,-0.029056967783165882,0.08191591369932966,2.654697216883631,-0.02428446712264454,0.0020849387156167153,0.01536745945674499
2018,4,MIG,-0.7310688443029887,-0.05694349546919361,0.05912284336235697,0.9694696032724093,0.2920942843537641,0.007671538812329429,0.028526032219831358
2018,4,PGI,-0.7220899547926422,-0.052117712271899756,0.04629271570308089,1.1821134794986576,0.22138338512440772,0.006662954202845539,0.023975219024105765
2018,4,PTI,-0.7016550954078904,0.03130858095474217,0.029175657003260642,0.8500989398673633,0.1376447680747128,-0.005637223795347896,-0.01889498935151911
2018,4,PVI,-0.6451014278470717,-0.1017949628041167,0.025646171846455904,1.320152634938883,0.09338141558338668,0.005573084514384114,0.01570331624772678
2018,4,VNR,-0.5525243053688359,-0.3783606304887068,0.0173150355356847,1.4459429238958466,0.2519858235747475,0.012840342961600894,0.02869506235905095
2019,1,ABI,-0.6433036703233057,-0.18627967733442088,0.27998359461177946,1.4359617746876736,0.5078111763530527,0.027687056348132868,0.07762080527497471
2019,1,AIC,-0.588257535010451,-0.0017965434466059836,0.0738681452395838,1.2046270415896183,0.05379583550462091,0.00017357577785362537,0.0004215639449723291
2019,1,BIC,-0.5809354592152435,-0.15171280993134198,0.036621337659126535,1.4343683452278821,0.27829698914472806,0.010651768334141698,0.025417966202043202
2019,1,BLI,-0.6224458790124175,-0.2157254944610168,0.18960536713568904,1.2402789085345773,0.3586564493735502,0.026148492617198288,0.06925760086739537
2019,1,BMI,-0.5994490475106771,-0.06440521054530404,0.10216507787666203,1.4016088206265707,0.08931007329518778,0.008200304460574053,0.020472562628078235
2019,1,BVH,-0.8637821524480985,-0.05584558585938928,0.11864704074191108,2.8513477749360794,0.0100633083405608,0.003545819799731616,0.026030508215016356
2019,1,MIG,-0.7690960144522633,-0.07496059019706242,0.1684311545001689,1.116570977332567,0.21904934999438325,0.006716401176457619,0.029087419866423575
2019,1,PGI,-0.7459412347280721,-0.06699563905929513,0.033752898952060566,1.147733782561515,0.21978843528645178,0.007078806441285038,0.02786287036272236
2019,1,PTI,-0.7250181487151961,-0.04268260543013664,0.04145033044943868,1.1841460052863906,0.2864856414319114,0.005514069297716014,0.020052484452892084
2019,1,PVI,-0.6704638145381543,-0.21929670355035236,0.03820273503352135,1.3027984860144035,0.1466788020237771,0.010927724519934697,0.03316092435985282
2019,1,VNR,-0.565892134626661,-0.28373139850419765,0.018999131515959992,1.397297462544358,0.1030432806851026,0.010704989280156469,0.024659745040440637
2019,2,ABI,-0.6703007333398421,-0.17797311348400163,0.04900456879460299,1.3763259423860206,0.5080191265245407,0.029961414851132514,0.0908749817815508
2019,2,AIC,-0.5890458497608141,-0.012711556289447656,0.10534707346404361,1.2118411781263252,0.05701143269167322,0.0014393124208908067,0.003502367405349453
2019,2,BIC,-0.610206652063422,-0.1581838289620537,0.025252309881754254,1.2676884679864946,0.25362638772520485,0.012108557027028736,0.03106404224476113
2019,2,BLI,-0.6315745502608286,-0.09812386370394911,0.25865042802599153,1.356343167615759,0.2586689100089723,0.010267762146043226,0.02786930749032766
2019,2,BMI,-0.5843765931373455,-0.054956098174876775,0.09357780725658221,1.438565375387658,0.03252386207398011,0.008651712854655172,0.02081623102019898
2019,2,BVH,-0.8671829023193708,-0.03167580390138064,0.07218530087584307,2.8818614699910188,-0.020753527836703464,0.002131363067535067,0.016047354630953633
2019,2,MIG,-0.6938575672699925,-0.14787640596404017,0.045351993956532735,1.2436676188183404,0.2609420278021983,0.012599634472016641,0.04115611926011081
2019,2,PGI,-0.7425147672088288,-0.0656694115671525,0.032440982365105286,1.157525969614203,0.1997722780049386,0.007454153930465452,0.028949830829758737
2019,2,PTI,-0.7515131279815346,0.009991166698237545,0.01730078765340725,1.1468595924023046,0.12475519677521374,-0.0013898462120829772,-0.005593237987959764
2019,2,PVI,-0.6753791170854061,-0.2141135267559807,0.057237969968873176,1.3165690137338366,0.16911622618412728,0.010843306034606025,0.03340298361969166
2019,2,VNR,-0.5928102081669543,-0.1410638374077135,0.012379172820667583,1.330711774652028,-0.011069178757771192,0.00774258399491015,0.01901468099201449
2019,3,ABI,-0.6550591442059834,-0.20960136741324636,0.046982227901941086,1.4170046016807891,0.46353169349602613,0.02972621592689155,0.08617771837570536
2019,3,AIC,-0.595364857890999,0.0038642552814575058,0.11644655224621647,1.2066966808561794,0.025108596878664572,-0.00039297501392348644,-0.0009711835998110774
2019,3,BIC,-0.5920563845809228,-0.1518736463840022,0.0273179488745975,1.2427479345345642,0.18551037180880256,0.01157527087521862,0.028374683259419168
2019,3,BLI,-0.6225906522521315,-0.15071192792134464,0.11841587032202122,1.3036481441601595,0.28754110743105876,0.01714140822792373,0.045418610668263554
2019,3,BMI,-0.5922702957892086,-0.052024672774701575,0.07657054861452835,1.4009710714087698,0.053089280402563235,0.008408474544434505,0.020622668541430144
2019,3,BVH,-0.8654878422820912,-0.042209296284588825,0.0898740053713483,3.489832308356714,-0.029559559485957097,0.002928137579038772,0.021768571917339205
2019,3,MIG,-0.6863452969292532,-0.06571920197073686,0.010987272878751014,1.2383769422000834,0.2055530827615058,0.005857811779137201,0.018675988983388313
2019,3,PGI,-0.7397651445442966,-0.05520568929079037,0.025472204784309397,1.1581355103157374,0.16337191764035494,0.005992475488930584,0.023027182421190354
2019,3,PTI,-0.7539357094230901,-0.022854977819361195,0.015407182729443738,1.1372148933320918,0.09975944426585641,0.003567480996362225,0.014498166263776386
2019,3,PVI,-0.6869171821475138,-0.1550764737343575,0.07129569070095763,1.300874631757727,0.13879432073236653,0.007201556193946252,0.023002080546430298
2019,3,VNR,-0.5812690767195555,-0.20217603885856608,0.034811631092671706,1.368461882916379,0.07261594648714656,0.009719526494350046,0.023211866986571725
2019,4,ABI,-0.6531672487404835,-0.09625884673249,0.02841839367735834,1.4153463886192554,0.33592832502422854,0.013485647969776492,0.03888227948716959
2019,4,AIC,-0.6029003142648712,-0.02259460490625229,0.15341038074690821,1.300023576065918,-0.08878195501528188,0.002911236396819796,0.007331248302124401
2019,4,BIC,-0.5999983846733804,-0.06179249485593762,0.03526605347986134,1.2627235716076497,0.21415824320039967,0.005137783561003391,0.012760873683310404
2019,4,BLI,-0.663175378009421,0.26105747269531326,0.26226148636384594,1.3259455176334873,0.04204243911864006,-0.030503506457124806,-0.09056198527546477
2019,4,BMI,-0.6067583886789171,-0.04517764857634184,0.06740352805009102,1.3465574573656007,0.0450652856304086,0.0076136079084447,0.019361145131276982
2019,4,BVH,-0.8455871910669049,-0.011382532749662678,0.22848136746871917,3.8435499205809784,-0.05401476623922765,0.0008272382690069137,0.005357316369818418
2019,4,MIG,-0.7022689182899726,-0.040817739663264574,0.0037312666432935356,1.2751776233226184,0.17976870604255904,0.005293194426082486,0.01777844085233179
2019,4,PGI,-0.7362656954330027,-0.0703303575047108,0.023656866124742933,1.1705897939067857,0.21018450676464256,0.00907625544199052,0.03441439086542816
2019,4,PTI,-0.7531624665814771,-0.049351825863033195,0.021559258368201138,1.1676483777745619,0.14566752164299998,0.00845472934595436,0.03425220317535352
2019,4,PVI,-0.6728084828710034,-0.1093024462117944,0.033326713836304755,1.2600422192174068,0.13676774402827221,0.0057126850610279105,0.017459759076747888
2019,4,VNR,-0.556189432304183,-0.3770908881284021,0.02651069043353982,1.4868461487716078,0.21555908646203392,0.012101960268905787,0.027268301274881633
2020,1,ABI,-0.6534591832014244,-0.2064392421450037,0.04600680309884445,1.4283641594624985,0.4839887661956097,0.030531576865843835,0.08810384054583127
2020,1,AIC,-0.6344414361609989,0.14573153621893709,0.13303035788261922,1.2488028458460718,0.003127933537502658,-0.016323483547518305,-0.04465353889153443
2020,1,BIC,-0.5808858043870277,-0.16457517073424896,0.039156965865882895,1.1659493252975426,0.3577935448018892,0.01147112027068366,0.027369915862445703
2020,1,BLI,-0.6540961986582925,-0.06443576564766573,0.061434170540873065,1.2695430514964672,0.2898002821878628,0.006929475951656634,0.020032956922642262
2020,1,BMI,-0.6158839658358891,-0.043308197624650865,0.06416371631640756,1.3570764534093078,0.07564501566377332,0.0068267922348919895,0.017772734350306473
2020,1,BVH,-0.8499739927173309,-0.014550207642910207,0.12993705729451546,3.9828281056104085,-0.02070645675093742,0.0008591504948050612,0.00572667706330614
2020,1,MIG,-0.7056300001746622,-0.05666224338821278,0.014078611040268533,1.2445892188427528,0.15162222788895585,0.00551815808078913,0.018745653714927767
2020,1,PGI,-0.7549146352252027,-0.06277779107014998,0.028406784717558108,1.1408848604733193,0.2157282074715265,0.007032271040319664,0.028693149616589465
2020,1,PRE,-0.8186383134382783,-0.15099122777913682,0.008887933949729539,1.0171753243933719,0.11944829654587266,0.007723583991602854,0.04258663523717473
2020,1,PTI,-0.7565212053292053,-0.04285152255344958,0.017356044258998286,1.148768315219319,0.15909334214932655,0.006004288297387084,0.024660415727395992
2020,1,PVI,-0.6953025856080371,-0.08173451203147064,0.04473788610567942,1.1630171133182414,0.16399762425765332,0.003987297873817844,0.013086090283288667
2020,1,VNR,-0.5922844704729928,-0.05252906687001915,0.010033904001209149,1.4163959839856952,0.10615394604182146,0.003085707809312964,0.0075682861844696215
2020,2,ABI,-0.6684972398683212,-0.19600818926943014,0.03767844656713614,1.3942730381548119,0.45430209420082535,0.029489628431788317,0.08895741447243008
2020,2,AIC,-0.6521016694259525,-0.12654043305976603,0.21209347847565646,1.110939597732159,0.06883006843264264,0.016149192023072488,0.04641928576209496
2020,2,BIC,-0.607628803832263,-0.19423043408934493,0.06627624468604609,1.264227167358031,0.24582672352959437,0.01640705582593673,0.04181513828278767
2020,2,BLI,-0.6680147032011979,-0.14299250814766057,0.17371473144067115,1.2503276616890455,0.3531892187073945,0.0164383363940929,0.04951525429770846
2020,2,BMI,-0.6294266784345302,-0.05659346159251805,0.0739999048394132,1.3134044909261258,0.013275564892652372,0.008524514962203585,0.02300358516417795
2020,2,BVH,-0.8513552850030902,-0.0659557974812679,0.08621617783813511,4.347029662914406,-0.13413475628305438,0.003930752526209118,0.026443944046654035
2020,2,MIG,-0.726877393744759,-0.0968184791184206,0.06347810031739352,1.1930215783100293,0.1762885002325451,0.010029705546974757,0.03672235588438149
2020,2,PGI,-0.7588991469370472,-0.08797746741241629,0.036736333217636634,1.1404878790286435,0.21806683918240652,0.010766229930119716,0.04465446635026461
2020,2,PRE,-0.806702065148994,-0.20265532888426216,0.008853564568012687,1.0353906085791265,0.1579278255246731,0.008354607618450935,0.04322140132997627
2020,2,PTI,-0.7617407740051607,-0.05963310411718903,0.025293609372218067,1.1471104646825834,0.12672454255808316,0.008794015033641663,0.03690944179358722
2020,2,PVI,-0.6770899730709341,-0.32437832607613143,0.059230057850318346,1.2024916219755994,0.22486440462411167,0.01581297711825443,0.04897022637741779
2020,2,VNR,-0.599262587204536,-0.211920276016477,0.012549342299683384,1.2928211017774538,0.03519907970415706,0.013213913308403751,0.032973994657065166
2020,3,ABI,-0.6560142975373223,-0.16384568659152615,0.040473152769513264,1.419362920137579,0.4167810316175422,0.024697055722428737,0.07179675069520762
2020,3,AIC,-0.67058310129725,-0.0028496107095069985,0.1759293342942163,1.114460127055695,0.012012559068244298,0.00032997177851572343,0.0010016844303226656
2020,3,BIC,-0.5929064506718132,-0.15735850714716598,0.030022226698922672,1.2668981486280027,0.2313883967251427,0.013088884423678327,0.03215203101419438
2020,3,BLI,-0.645981890498455,-0.16730034690690007,0.06857022988074678,1.3507182231363604,0.29550063983449365,0.018734527834343442,0.052919687811229556
2020,3,BMI,-0.6404242313136456,-0.07427258719775644,0.0749423255585599,1.294601061170703,0.061454699777589036,0.01077585853250181,0.029968255569248935
2020,3,BVH,-0.8556898731652564,-0.054177436550898496,0.13481877881254445,4.239099598993102,-0.06241542006850525,0.003265073115041008,0.02262539148607359
2020,3,MIG,-0.7278719504990012,-0.030953461333794414,0.048753199408910465,1.1693186689748418,0.15272722955346443,0.0033162525038412235,0.012186367814424996
2020,3,PGI,-0.7522393262940495,-0.04090817345255786,0.03421606326894379,1.11738316215818,0.17416971150863148,0.004415167815542973,0.017820293065488758
2020,3,PRE,-0.800609549666737,-0.16636433574635034,0.009576659975928423,1.026796519845937,0.11542572996388506,0.007252460605394506,0.03637315926250571
2020,3,PTI,-0.7585338461485728,-0.04162993746468446,0.02377104094166795,1.1907592684254997,0.1692806667996293,0.005777134622796951,0.02392523561025282
2020,3,PVI,-0.6969699073240967,-0.16019132364843186,0.05869780706459764,1.1311587827395533,0.17329184383410978,0.007482151212720565,0.024691116141798083
2020,3,VNR,-0.5619879055104715,-0.39020599350045565,0.043945914853295985,1.3397685283070113,0.0830710058375339,0.016548135814937907,0.03778008877636945
2020,4,ABI,-0.6503241189778015,-0.1265128420201838,0.030093077277026335,1.4404595743496558,0.3225716382046276,0.018711665127624105,0.05351145487336666
2020,4,AIC,-0.6456327825947725,-0.01760000897297584,0.1761886139730158,1.3392338082064246,-0.04468006919132424,0.002194381848432194,0.0061923951783690685
2020,4,BIC,-0.585775162692551,-0.09892658692023466,0.028811035947634074,1.2263716831041689,0.2753612796156042,0.009114551760083755,0.022003875526466047
2020,4,BLI,-0.6963054310732031,0.17731432494695457,0.15896801553101508,1.2164927752776853,-0.07039595190212383,-0.019951491593196723,-0.06569591173033412
2020,4,BMI,-0.6608583280444853,-0.03779153733716663,0.03378729110199497,1.260585465851395,0.019418697954277794,0.0052307219628091525,0.015423412677800527
2020,4,BVH,-0.8589870135275857,-0.04914854261883246,0.32787225070722054,4.486879724169474,-0.0619958798894913,0.0032220229901944873,0.0228491224162875
2020,4,MIG,-0.7220586241091363,-0.11911279268672348,0.003098181417913356,1.0539202084721326,0.2252383510293642,0.017364501604130573,0.0624754106813838
2020,4,PGI,-0.7578279552982754,-0.04752841917169703,0.023884922112884448,1.1187554353218998,0.17826036889963748,0.0064018454725149184,0.026435113435160782
2020,4,PRE,-0.7918943251190101,-0.2625225647704287,0.01525364549049434,1.0893547260358314,0.06631162333020578,0.008765546852198455,0.04212065267903549
2020,4,PTI,-0.7422334453330075,-0.052748196439438885,0.05018710811478234,1.1225078036426852,0.13937213000607473,0.009091014054576579,0.035268400380030755
2020,4,PVI,-0.6774299748664367,-0.17068791757436827,0.07608173730488256,1.2123116011732005,0.16515004767990693,0.009160139546587516,0.028397367494994833
2020,4,VNR,-0.5491112084375906,-0.1889499455489939,0.014474991702323298,1.278005181453402,0.021215660166264923,0.010878627232894894,0.024127073984692604
